Number,Tags,Sub-Objects,Pos Ratings,All Ratings,Word Count,Safe,Euclid,Keter,Thaumiel,Anomalous,Neutral,D-Class,Containment Breach,Addendum,Task Force,O5 Council,Agent,[EXPUNGED],[REDACTED],Blacked Out
3260.0,keter scp sensory visual,A,52.0,88.0,801.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3261.0,auditory compulsion document hallucination musical safe scp tool visual,1 2,26.0,68.0,931.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3262.0,food humanoid miniature mobile reviewers-spotlight safe sapient scp tool transfiguration,None,85.0,103.0,1141.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3263.0,appliance computer global-occult-coalition prometheus safe scp telekinetic,A B C,146.0,162.0,1298.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3264.0,concept euclid foundation-made paradox reality-bending scp telekinetic temporal,None,99.0,113.0,3649.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
3266.0,euclid location loop scp temporal,1 2 3 4,17.0,55.0,2549.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
3267.0,autonomous building compulsion document ectoentropic euclid library scp,1 2,88.0,108.0,2476.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
3268.0,computer media predatory safe sapient scp,None,40.0,86.0,2003.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3269.0,compulsion keter reality-bending scp sexual,1,57.0,93.0,894.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3270.0,artistic cognitohazard feline mind-affecting safe scp transfiguration visual,1,111.0,191.0,566.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3271.0,alive electrical euclid extradimensional humanoid jam-con2018 liquid meteorological miniature sapient scp vehicle,None,107.0,113.0,554.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3273.0,addictive artifact chemical keter medical neurological scp sensory,1,17.0,67.0,1932.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3274.0,alive future humanoid keter memetic memory-affecting sapient scp temporal,A,74.0,84.0,2142.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
3275.0,co-authored ectoentropic euclid food scp transfiguration,1 2,181.0,205.0,2247.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3276.0,exchange keter medical mind-affecting reproductive scp,1,63.0,75.0,1020.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3277.0,artifact doctor-sinclair dread&circuses euclid inscription marshall-carter-and-dark reality-bending ritual scp,None,79.0,105.0,1034.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3278.0,aquatic biological euclid extraterrestrial scp sphere subterranean,1 2,63.0,91.0,681.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3281.0,cognitohazard compulsion computer keter memetic neurological scp visual,A N T,150.0,186.0,1695.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
3282.0,alive co-authored keter knowledge mind-affecting predatory scp sleep worm,1 2,42.0,60.0,1236.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3283.0,building extradimensional light portal safe scp,A 1 2,51.0,89.0,6398.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
3284.0,keter probability scp sphere teleportation uncontained,None,82.0,114.0,1706.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3285.0,medical memory-affecting narrative neurological safe scp sleep,A,81.0,95.0,1432.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
3286.0,animal aquatic biological euclid fish predatory scp swarm transfiguration,A B,47.0,59.0,859.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3287.0,biohazard chemical document doomsday2018 end-of-death foundation-made gaseous paradox reality-bending reproductive scp thaumiel,1 2 3,291.0,333.0,624.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
3288.0,alive historical humanoid k-class-scenario keter narrative nocturnal predatory reproductive sapient scp species,1,478.0,530.0,5797.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3289.0,autonomous document ectoentropic safe sapient scp self-replicating,None,23.0,101.0,1534.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3290.0,computer contagion hostile insect keter mind-affecting scp sleep,None,57.0,97.0,395.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3291.0,alive euclid fire mind-affecting plant ritual scp species,1 2 3,31.0,65.0,1960.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3292.0,animal biological blackwood co-authored euclid extradimensional humanoid immobile plant portal scp sculpture,2 3 4,67.0,95.0,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3293.0,co-authored humanoid neutralized reality-bending sapient scp,A,192.0,218.0,2037.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3295.0,building euclid extradimensional indestructible mimetic scp self-replicating temporal,A,143.0,165.0,845.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3296.0,doomsday2018 foundation-made humanoid neutralized sapient satellite scp team-bird vehicle,A B,111.0,135.0,2699.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
3297.0,cognitohazard ethics-committee euclid insect memory-affecting mimetic mind-affecting scp sensory species visual,None,60.0,80.0,1688.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3298.0,antimemetic euclid hallucination humanoid meta sapient scp sexual visual,None,83.0,93.0,1520.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3299.0,cognitohazard euclid mind-affecting online scp transfiguration visual,None,259.0,279.0,1198.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3300.0,3000 city euclid infohazard meteorological scp spacetime,1,685.0,705.0,3979.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3301.0,director-moose dr-wondertainment ethics-committee game reality-bending safe scp spacetime,None,818.0,874.0,7113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3302.0,cognitohazard media mind-affecting safe scp visual,None,161.0,207.0,584.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3303.0,food liquid marshall-carter-and-dark safe scp temporal,None,78.0,100.0,678.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3304.0,electrical euclid extradimensional fire portal scp sheldon-katz,1 2,152.0,198.0,1487.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3305.0,cognitohazard euclid featured food gustatory medical mind-affecting plant ritual scp tree,1,389.0,495.0,1612.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3306.0,autonomous equine euclid game jam-con2018 loop mechanical media scp structure transfiguration,None,179.0,189.0,2545.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3307.0,angle-grinders biological ectoentropic euclid humanoid sapient scp,None,108.0,128.0,1167.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3308.0,gravity keter scp vehicle,None,48.0,66.0,1017.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3310.0,aquatic archon asci cadaver location meteorological pangloss scp tactical-theology tree twisted-pines,None,192.0,232.0,3290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
3311.0,artifact cognitohazard concept euclid extradimensional immobile meta scp,1,274.0,292.0,5353.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3312.0,accelerate-the-future animal cognitohazard compulsion euclid memetic memory-affecting mind-affecting online scp visual,None,468.0,626.0,2917.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
3313.0,biological chaos-insurgency keter reality-bending scp sexual,1,151.0,311.0,553.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3314.0,artistic auditory hallucination observational safe scp sensory visual,A C E H,59.0,69.0,567.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3315.0,extradimensional safe scp teleportation thermal tool,1,142.0,156.0,2917.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
3316.0,biological euclid ocular scp sleep,None,215.0,235.0,459.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3318.0,animal biological cadaver euclid feline humanoid scp sensory telekinetic visual,None,306.0,348.0,861.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3319.0,extradimensional k-class-scenario military scp teleportation thaumiel the-administrator three-moons-initiative,None,366.0,392.0,1792.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3320.0,biological ethics-committee extraterrestrial global-occult-coalition heimdall inscription keter scp self-repairing,1,94.0,106.0,2352.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3321.0,extraterrestrial keter location moon portal scp spacetime sphere,1,72.0,132.0,3426.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
3322.0,city ethics-committee global-occult-coalition probability safe scp temporal,A B,100.0,106.0,2818.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
3323.0,adaptive autonomous computer electronic empathic keter media mimetic online sapient scp transmission,None,181.0,199.0,1664.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3324.0,biohazard memory-affecting predictive safe scp temporal tool,1 2,66.0,84.0,1521.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
3325.0,animal biological building euclid hostile scp toy,1,139.0,145.0,3383.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
3327.0,historical military safe scp spacetime structure subterranean,None,93.0,109.0,1767.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3331.0,alive ectoentropic electronic euclid humanoid sapient scp telekinetic toy,1,179.0,245.0,1560.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3332.0,artifact extradimensional keter scp uncontained,1,57.0,85.0,349.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3333.0,3000 building extradimensional keter scp,1,1092.0,1230.0,4889.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3334.0,cognitohazard computer electronic media memetic scp thaumiel visual,1 2,127.0,165.0,4285.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
3335.0,chemical compulsion hallucination k-class-scenario keter sarkic scp,1,70.0,110.0,5600.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
3336.0,concept keter scp uncontained,A,247.0,253.0,2137.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3337.0,artistic biological ectoentropic humanoid intangible loop safe scp,1 2 3,83.0,101.0,919.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3338.0,electronic euclid exchange sapient scp toy,1,372.0,386.0,875.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3339.0,computer extradimensional neutralized online performance rewrite scp,1 2,155.0,169.0,2317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3341.0,alive broken-god euclid gru-division-p humanoid oria reproductive sapient scp species,A B C,88.0,106.0,1638.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3342.0,biological euclid plant scp transfiguration,1,103.0,109.0,2549.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
3343.0,alive cadaver euclid insect sapient scp,None,69.0,115.0,739.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3344.0,alive antimemetic euclid humanoid memory-affecting meta mind-affecting sapient scp,None,222.0,236.0,929.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3345.0,document narrative safe scp tactile telepathic,None,39.0,65.0,1553.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
3346.0,gustatory olfactory safe scp sensory tactile toy,None,33.0,55.0,597.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3347.0,acoustic building ectoentropic empathic safe scp sleep,1 2,44.0,56.0,2376.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3348.0,document ectoentropic language observational probability safe scp serpents-hand,None,36.0,62.0,1548.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3349.0,acoustic audio auditory empathic keter medical scp,None,176.0,194.0,1260.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3350.0,ectoentropic euclid media medical scp transfiguration visual,1,16.0,54.0,1220.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
3351.0,airborne artistic euclid fifthist gamers-against-weed hallucination scp visual,None,58.0,148.0,306.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3352.0,fire indestructible inscription neutralized scp structure,None,319.0,331.0,1880.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3353.0,ectoentropic exchange food keter scp,None,108.0,116.0,887.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3354.0,location probability safe scp,None,13.0,131.0,889.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3355.0,alexandra autonomous computer director-aktus electronic military safe sapient scp subterranean,None,323.0,349.0,2221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3356.0,alive fire hallucination humanoid safe sapient scp sensory telekinetic visual,None,32.0,86.0,2557.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3357.0,musical safe sapient scp tool,1,99.0,105.0,2253.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3358.0,building co-authored cognitohazard humanoid reality-bending scp structure thaumiel,1 2 4 7 10 11 14 15 16,58.0,90.0,1357.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
3359.0,biological ectoentropic food humanoid keter scp structure subterranean transfiguration,1,98.0,112.0,2496.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
3360.0,are-we-cool-yet artistic electrical euclid knowledge nocturnal robotic scp,None,146.0,152.0,1631.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3361.0,artistic autonomous inscription keter predictive sapient scp uncontained,None,125.0,141.0,1354.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
3362.0,doomsday2018 euclid global-occult-coalition media observational scp team-bird telekinetic,1,167.0,181.0,1570.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3363.0,alive humanoid keter meteorological sapient scp transmission,None,90.0,104.0,570.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3364.0,extraterrestrial liquid safe scp temporal,None,23.0,39.0,2161.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3365.0,euclid extraterrestrial portal scp vehicle,1,55.0,69.0,487.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3366.0,euclid historical mind-affecting narrative scp subterranean telekinetic,None,111.0,123.0,1976.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3367.0,ectoentropic electrical euclid extremity humanoid location predatory religious reviewers-spotlight sapient scp,1 2,146.0,172.0,2688.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3368.0,bee doomsday2018 esoteric-class insect mind-affecting parasitic scp transfiguration,1 2,77.0,115.0,6889.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
3369.0,co-authored euclid memetic mind-affecting narrative sapient scp,1,80.0,84.0,2611.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3370.0,building cadaver euclid scp sensory visual,None,136.0,148.0,994.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3371.0,antimemetic building co-authored keter media photographic rewrite scp uncontained,None,37.0,47.0,802.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3372.0,artifact auditory chemical ectoentropic hallucination ijamea insect prometheus safe scp sensory,A B,33.0,51.0,1579.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3373.0,co-authored euclid media performance scp,None,107.0,175.0,2490.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3374.0,alive animal aquatic co-authored euclid extradimensional scp,1 2,76.0,78.0,1682.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3375.0,alive animal aquatic currency euclid extradimensional fish sapient scp,None,167.0,177.0,619.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3376.0,adaptive alive bacteria hallucination knowledge safe scp tactile,None,48.0,48.0,1053.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3377.0,reality-bending ritual scp thaumiel uncontained,None,96.0,144.0,476.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3378.0,alive doomsday2018 keter neurological parasitic plant scp species,1,25.0,69.0,1268.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3379.0,aquatic art-exchange biological cadaver co-authored d-11424 euclid extradimensional featured liquid location portal scp skeletal spacetime,1,287.0,339.0,3659.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3381.0,artifact ectoentropic memory-affecting safe scp sleep,A B C D E F G,57.0,69.0,5196.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
3382.0,keter reality-bending scp structure transmission,A B,133.0,145.0,1126.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
3383.0,aquatic auditory cognitohazard euclid scp snake telepathic vibration,None,104.0,108.0,822.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3384.0,cognitohazard euclid fire media observational online scp visual,None,62.0,150.0,589.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3386.0,animal bird co-authored keter nocturnal predatory ritual scp,1 2 3,73.0,77.0,1616.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3387.0,auditory building euclid hallucination observational robotic scp self-replicating visual,None,36.0,68.0,1462.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
3388.0,alive co-authored euclid plant sapient scp telekinetic,None,446.0,472.0,1048.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3390.0,compulsion euclid historical knowledge memory-affecting military scp vehicle,None,56.0,118.0,2079.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3391.0,amorphous antimemetic biological broken-god k-class-scenario location observational reality-bending sarkic scp sphere thaumiel,1 2 3,110.0,128.0,8837.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3392.0,addictive artifact compulsion knowledge mathematical safe scp,None,38.0,68.0,2138.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3393.0,antimemetic euclid marion-wheeler meta scp,None,1072.0,1102.0,915.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
3394.0,biological keter scp telekinetic telepathic,None,72.0,84.0,1626.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3395.0,euclid humanoid intangible predictive sapient scp,None,24.0,90.0,586.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3396.0,apotheosis biohazard biological contagion doomsday2018 ectoentropic esoteric-class immobile indestructible insect intangible k-class-scenario liquid parasitic scp transfiguration tree,None,366.0,444.0,1469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3397.0,euclid historical loop meteorological scp telekinetic temporal,1 2 10 22 23,44.0,50.0,1297.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3398.0,building cognitohazard euclid infohazard mind-affecting scp spacetime visual,1,76.0,98.0,3442.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3399.0,biological daevite plant predictive safe scp tree,1,188.0,198.0,1103.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3400.0,animal biological cognitohazard keter liquid memory-affecting mind-affecting scp tactile,1,81.0,109.0,970.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
3401.0,artifact food liquid miniature safe scp,1,58.0,94.0,470.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3402.0,biological fire humanoid keter location mind-affecting scp uncontained,A B,28.0,44.0,1622.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
3403.0,animal are-we-cool-yet artifact cadaver canine intangible safe scp the-gulf,1,72.0,90.0,888.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3404.0,hive-mind hostile keter medical mind-affecting sapient scp telepathic,A B C,98.0,112.0,1812.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
